Year,Season,Koppen climate classification,Climate,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Ta_h (C),Ta_m (C),Ta_l (C),Operative temperature (C),Radiant temperature (C),Globe temperature (C),Tg_h (C),Tg_m (C),Tg_l (C),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Velocity_h (m/s),Velocity_m (m/s),Velocity_l (m/s),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C)
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,3,0,cooler,0,more,NA,-0.8,17,22.53,0.53,1.1,1.1,1.1,1.1,1.1,22.7,NA,22.7,NA,22.8,NA,NA,NA,22.8,NA,53.4,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,1,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,2,0,cooler,0,more,NA,-0.6,14,22.75,0.46,1.3,1.1,1.1,1.1,1.7,22.3,NA,22.3,NA,22.4,NA,NA,NA,22.4,NA,60.4,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,0,1,no change,1,no change,NA,-0.6,12,23.39,0.66,1.2,1.4,1.4,1.1,1.7,22,NA,22,NA,21.9,NA,NA,NA,21.9,NA,58.8,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,-1,1,warmer,1,no change,NA,-0.3,7,23.98,0.78,1.1,1.1,1.7,1.1,1.7,22.1,NA,22.1,NA,22.1,NA,NA,NA,22.2,NA,60,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,0,warmer,1,no change,NA,-0.3,7,24.11,0.89,1.2,1,1.1,1.7,1.1,20.7,NA,20.7,NA,20.6,NA,NA,NA,20.6,NA,66.2,NA,NA,0.1,NA,0.1,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,0,5,25.33,0.61,1.3,1.1,1.1,1.1,1.1,23.8,NA,23.8,NA,23.6,NA,NA,NA,23.6,NA,55.6,NA,NA,0.12,NA,0.12,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-2,0,warmer,0,less,NA,-0.5,10,23.18,0.74,1.3,1.1,1.1,1.4,1.1,19.7,NA,19.7,NA,19.6,NA,NA,NA,19.6,NA,69.5,NA,NA,0.09,NA,0.09,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,0,warmer,1,no change,NA,-0.2,6,24.46,0.91,1.1,1.1,1.1,1.1,1.1,22.1,NA,22.1,NA,22.1,NA,NA,NA,22.1,NA,62,NA,NA,0.05,NA,0.05,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,1,0,cooler,1,no change,NA,0.2,6,25.84,0.52,1.4,1.1,1.1,1.1,1.1,23.9,NA,23.9,NA,23.9,NA,NA,NA,23.9,NA,54.6,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-2,0,warmer,0,less,NA,-0.1,5,25.17,0.92,1.1,1.1,1.1,1.1,1.1,22.2,NA,22.2,NA,22.2,NA,NA,NA,22.2,NA,62,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.1,5,24.78,0.73,1.3,1.1,1.1,1.1,1.1,22.2,NA,22.2,NA,22,NA,NA,NA,22,NA,60.9,NA,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-3,0,warmer,1,no change,NA,0,5,26.14,1.27,1.2,1.4,1.7,1.1,1.1,19.5,NA,19.5,NA,19.5,NA,NA,NA,19.5,NA,71.5,NA,NA,0.03,NA,0.03,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-1,0,warmer,1,no change,NA,-0.2,6,24.69,0.8,1.1,1.1,1.1,1.1,1.7,22.6,NA,22.6,NA,22.8,NA,NA,NA,22.8,NA,54.6,NA,NA,0.06,NA,0.06,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-0.6,1,no change,0,less,NA,-1.3,38,21.17,0.55,1.1,1.1,1.1,1.1,1.1,21.3,NA,21.3,NA,21.3,NA,NA,NA,21.3,NA,55,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1.1,30,21.62,0.41,1.1,1.1,1.1,1.1,1.1,22.6,NA,22.6,NA,22.8,NA,NA,NA,22.8,NA,54.6,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,2,0,cooler,0,more,NA,-1.4,48,20.71,0.46,1.1,1.1,1.4,1.7,1.4,21.9,NA,21.9,NA,21.8,NA,NA,NA,21.8,NA,35,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,-0.3,7,24.5,0.73,1.1,1.1,1.4,1.1,1.1,23.3,NA,23.3,NA,23.2,NA,NA,NA,23.2,NA,52,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,no change,1,no change,NA,-0.9,24,21.77,0.76,1.1,1.1,1.1,1.1,1.1,20.2,NA,20.2,NA,20.2,NA,NA,NA,20.2,NA,61.9,NA,NA,0.05,NA,0.05,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,0,5,24.93,0.68,1.1,1.1,1.1,1.1,1.1,24.1,NA,24.1,NA,24,NA,NA,NA,24,NA,50.5,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-0.8,17,22.52,0.59,1.1,1.1,1.4,1.1,1.1,22.1,NA,22.1,NA,22.3,NA,NA,NA,22.3,NA,56.3,NA,NA,0.04,NA,0.04,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.7,14,22.69,0.76,1.1,1.1,1.1,1.1,1.1,21.2,NA,21.2,NA,21.1,NA,NA,NA,21.1,NA,60.8,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1,1,no change,1,no change,NA,-0.3,7,24.23,0.71,1.1,1.1,1.1,1.1,1.1,23,NA,23,NA,23,NA,NA,NA,23,NA,54.3,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,1,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-1,0,warmer,1,no change,NA,-0.3,7,24.87,1.07,1.2,1.1,1.1,1.1,1.1,20.2,NA,20.2,NA,20.4,NA,NA,NA,20.3,NA,60.3,NA,NA,0.16,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-2,0,warmer,1,no change,NA,-0.5,11,23.2,0.85,1.3,1.1,1.1,1.1,1.1,19.2,NA,19.2,NA,19.4,NA,NA,NA,19.4,NA,66.4,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,-1.9,73,19.15,0.43,1.1,1.1,1.1,1.1,1.1,20.2,NA,20.2,NA,20.3,NA,NA,NA,20.3,NA,56.4,NA,NA,0.05,NA,0.05,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-1.2,0,warmer,0,less,NA,-0.1,5,25.16,1.04,1.2,1.1,1.1,1.1,1.1,20.5,NA,20.5,NA,20.6,NA,NA,NA,20.6,NA,58.9,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,0,warmer,1,no change,NA,-0.4,8,23.89,0.77,1.3,1.1,1.1,1.1,1.1,20.7,NA,20.7,NA,20.9,NA,NA,NA,20.9,NA,56.3,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-2,0,warmer,0,less,NA,-0.9,23,21.93,0.71,1.1,1.1,1.7,1.1,1.1,20.8,NA,20.8,NA,20.8,NA,NA,NA,20.8,NA,53.8,NA,NA,0.1,NA,0.1,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,1,1,no change,1,no change,NA,-0.5,11,22.91,0.55,1.3,1.1,1.4,1.7,1.1,21.3,NA,21.3,NA,21.3,NA,NA,NA,21.3,NA,54.5,NA,NA,0.04,NA,0.04,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,2,0,cooler,1,no change,NA,-0.4,9,23.56,0.53,1.4,1.1,1.1,1.7,1.7,21.7,NA,21.7,NA,21.6,NA,NA,NA,21.6,NA,53.3,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,0,1,no change,1,no change,NA,-0.7,15,22.51,0.53,1.3,1.1,1.1,1.1,1.1,21.7,NA,21.7,NA,21.6,NA,NA,NA,21.6,NA,55.7,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,0.4,9,27.36,0.78,1.3,1.1,1.1,1.4,1.1,22.7,NA,22.7,NA,23.6,NA,NA,NA,23.6,NA,57.5,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1,1,cooler,1,no change,NA,-0.4,9,23.84,0.97,1.1,1.4,1.1,1.1,1.1,20.6,NA,20.6,NA,20.6,NA,NA,NA,20.6,NA,60.4,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-1,1,warmer,1,no change,NA,-1.5,50,20.52,0.46,1.1,1.1,1.1,1.1,1.4,21.2,NA,21.2,NA,21.5,NA,NA,NA,21.5,NA,59.2,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1.4,0,warmer,1,no change,NA,-0.3,7,24.25,0.88,1.2,1.1,1,1,1,20.8,NA,20.8,NA,20.9,NA,NA,NA,20.9,NA,61.7,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,1,1,no change,1,no change,NA,0.3,6,26.64,0.71,1.3,1.1,1.1,1.1,1,22.3,NA,22.3,NA,23.3,NA,NA,NA,23.4,NA,60.3,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-2,0,warmer,1,no change,NA,-1.1,29,21.31,0.82,1.1,1.1,1.1,1.1,1.1,18.9,NA,18.9,NA,19.1,NA,NA,NA,19.1,NA,71.3,NA,NA,0.08,NA,0.08,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-1,0,warmer,0,less,NA,-0.8,20,22.09,0.72,1.1,1.1,1.4,1.1,1.1,20.8,NA,20.8,NA,20.8,NA,NA,NA,20.8,NA,61.7,NA,NA,0.1,NA,0.1,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,-0.3,7,24.18,0.74,1.1,1.1,1.1,1.7,1.7,22.6,NA,22.6,NA,22.7,NA,NA,NA,22.7,NA,58.5,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,0,warmer,1,no change,NA,-0.6,13,22.96,0.83,1.1,1.1,1.1,1.1,1.7,20.6,NA,20.6,NA,20.7,NA,NA,NA,20.7,NA,65.7,NA,NA,0.09,NA,0.09,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.2,6,24.71,0.61,1.1,1.1,1.1,1.1,1.1,23.4,NA,23.4,NA,24.2,NA,NA,NA,24.2,NA,57.5,NA,NA,0.12,NA,0.12,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,-1,0,warmer,1,no change,NA,0.6,13,28.91,0.82,1.6,1.1,1.4,1.7,1.7,23.3,NA,23.3,NA,23,NA,NA,NA,23,NA,59.8,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,1,no change,1,no change,NA,0,5,25.2,0.68,1.3,1.1,1.1,1.1,1.7,22.6,NA,22.6,NA,22.7,NA,NA,NA,22.8,NA,62.1,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-2,0,warmer,0,less,NA,0.2,6,26.79,0.94,1.3,1.1,1.7,1.7,1.7,22.1,NA,22.1,NA,22.1,NA,NA,NA,22.1,NA,64.6,NA,NA,0.06,NA,0.06,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,2,0,cooler,1,no change,NA,0.3,6,26.89,0.8,1.3,1.1,1.1,1.1,1.4,23,NA,23,NA,22.9,NA,NA,NA,22.9,NA,59.6,NA,NA,0.11,NA,0.11,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,3,0,cooler,0,more,NA,-0.4,8,23.7,0.44,1.5,1.1,1.1,1.1,1.1,21.9,NA,21.9,NA,21.9,NA,NA,NA,21.9,NA,62.6,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,-2,0,warmer,0,less,NA,0.1,5,25.76,0.75,1.3,1,1.7,1.4,1.1,22.6,NA,22.6,NA,22.7,NA,NA,NA,22.7,NA,62.3,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,-1,1,warmer,1,no change,NA,-0.8,19,22.16,0.68,1.1,1.1,1.1,1.1,1.1,21.2,NA,21.2,NA,21.1,NA,NA,NA,21.2,NA,64.7,NA,NA,0.1,NA,0.1,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,1,1,no change,1,no change,NA,0.8,19,29.82,0.96,1.4,1.1,1.1,1.1,1,24,NA,24,NA,24,NA,NA,NA,24,NA,60.1,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,warmer,1,NA,NA,0.6,13,29.31,0.94,1.5,1.1,1.1,1.1,1.7,22.7,NA,22.7,NA,22.7,NA,NA,NA,22.7,NA,65.1,NA,NA,0.1,NA,0.1,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,0,1,no change,1,no change,NA,0.1,5,25.82,0.82,1,1.1,1.1,1.1,1.1,24.1,NA,24.1,NA,24.2,NA,NA,NA,24.2,NA,59.6,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,0,no change,1,no change,NA,0.2,6,26.68,1.07,1.4,1.1,1.1,1.1,1,20.9,NA,20.9,NA,20.8,NA,NA,NA,20.8,NA,37.1,NA,NA,0.07,NA,0.07,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,0.8,18,30.01,1.13,1.6,1.1,1.1,1.1,1.1,22.7,NA,22.7,NA,22.5,NA,NA,NA,22.5,NA,32.7,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,1.1,1,no change,1,more,NA,0.2,6,26.27,0.84,1.4,1.1,1.1,1.1,1.1,22.4,NA,22.4,NA,22.3,NA,NA,NA,22.3,NA,32.5,NA,NA,0.08,NA,0.08,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-1,1,warmer,1,no change,NA,-0.6,12,22.59,0.46,1.5,1.1,1.7,1.7,1.7,20.9,NA,20.9,NA,21.1,NA,NA,NA,21.1,NA,37,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,0.9,1,no change,1,no change,NA,0.3,7,26.82,0.71,1.4,1.1,1.1,1.4,1.7,24.4,NA,24.4,NA,24.3,NA,NA,NA,24.3,NA,30.5,NA,NA,0.14,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,warmer,1,no change,NA,-0.6,12,22.57,0.46,1.6,1.1,1.1,1.1,1.1,20.7,NA,20.7,NA,20.7,NA,NA,NA,20.7,NA,34,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-2,0,warmer,1,no change,NA,-0.8,20,22.43,0.77,1.1,1.1,1.1,1.1,1.7,20.8,NA,20.8,NA,21,NA,NA,NA,21,NA,37.1,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.9,22,21.92,0.51,1.3,1.1,1.1,1.1,1.1,21.1,NA,21.1,NA,21.4,NA,NA,NA,21.4,NA,39,NA,NA,0.08,NA,0.08,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-2,0,warmer,1,no change,NA,-1.1,29,21.64,0.76,1.1,1.1,1.1,1.7,1.7,19.9,NA,19.9,NA,20.2,NA,NA,NA,20.2,NA,39.6,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-1,0,warmer,0,less,NA,-1.8,68,19.4,0.71,1.1,1.1,1,1,1.1,19.7,NA,19.7,NA,19.5,NA,NA,NA,19.5,NA,35.1,NA,NA,0.24,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,NA,no change,NA,-2.7,96,17.17,0.41,1.1,1.1,1.1,1.1,1.1,18.7,NA,18.7,NA,18.7,NA,NA,NA,18.8,NA,39.9,NA,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,1,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,1,warmer,1,no change,NA,-0.3,7,24.76,1.26,1.1,1.1,1.4,1.1,1.1,19.8,NA,19.8,NA,19.9,NA,NA,NA,19.9,NA,32.9,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-1.1,32,21.07,0.51,1.3,1.1,1.1,1.1,2,20.8,NA,20.8,NA,20.7,NA,NA,NA,20.7,NA,32.3,NA,NA,0.08,NA,0.08,NA,NA,NA,1,NA,1,1,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,-1.3,0,warmer,0,less,NA,-0.8,17,22.62,0.81,1.2,1.1,1.1,1.4,1.7,20.4,NA,20.4,NA,20.5,NA,NA,NA,20.5,NA,33.5,NA,NA,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,1,0,no change,1,no change,NA,0.8,17,29.71,1.18,1.6,1.4,1.2,1.1,1.1,23,NA,23,NA,22.9,NA,NA,NA,22.9,NA,23.7,NA,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,1,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-2,0,warmer,1,less,NA,0.4,9,28.69,1.4,1.4,1.1,1.1,1.1,1.1,20.8,NA,20.8,NA,20.7,NA,NA,NA,20.7,NA,27.5,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,2.3,0,cooler,1,no change,NA,-0.3,6,24.05,0.44,1.2,1.1,1.1,1.1,1.7,24.7,NA,24.7,NA,24.9,NA,NA,NA,25,NA,24.4,NA,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,0,1,no change,NA,more,NA,-0.2,6,24.4,0.68,1.1,1.1,1.1,1.1,1.1,23.5,NA,23.5,NA,23.9,NA,NA,NA,23.9,NA,30.2,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-0.6,0,warmer,0,less,NA,-0.3,7,25.08,1.29,1.1,1.1,1.4,1.1,1.1,19.7,NA,19.7,NA,20.1,NA,NA,NA,20.1,NA,29.8,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,1,1,no change,1,no change,NA,0.1,5,25.63,0.83,1.2,1.1,1.1,1.1,1.1,23.8,NA,23.8,NA,23.7,NA,NA,NA,23.7,NA,27.3,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-2,0,warmer,1,no change,NA,-1,27,22.17,0.82,1.1,1.1,1.1,1.1,1.1,20.1,NA,20.1,NA,20.4,NA,NA,NA,20.3,NA,32,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,-0.3,7,24.22,0.71,1.4,1.1,1.1,1.1,1.7,20.7,NA,20.7,NA,20.9,NA,NA,NA,20.9,NA,41.7,NA,NA,0.11,NA,0.11,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,-0.6,12,22.94,0.43,1.3,1.1,1.1,1.1,1.1,22.9,NA,22.9,NA,23.2,NA,NA,NA,23.2,NA,35.2,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,0.5,1,no change,1,no change,NA,0.4,9,27.37,0.8,1.4,1.1,1.1,1.1,1.1,24,NA,24,NA,24,NA,NA,NA,24,NA,33.8,NA,NA,0.12,NA,0.12,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-2,0,warmer,1,no change,NA,-1,25,21.93,0.8,1.1,1.1,1.1,1.1,1.7,19.9,NA,19.9,NA,20.2,NA,NA,NA,20.2,NA,42,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,13
